id_estudiante,edad,sexo,semestre,estrato,trabaja,horas_trabajo_semana,beca,acceso_internet,promedio_acumulado,asistencia,horas_estudio_semana,talleres_entregados,proyectos_entregados,horas_programacion,participacion_clase,horas_sueno,uso_redes_sociales,nivel_estres,uso_herramientas_IA,aprueba_asignatura
395,16,Femenino,5,3,No,0,Sí,Sí,4.2,98.1,9.8,100.0,83.2,3.1,10.0,7.7,0.9,7,4.3,Sí
396,20,Masculino,2,5,No,0,No,Sí,3.04,50.3,8.1,50.5,49.2,3.6,4.9,6.6,2.0,3,8.1,No
397,25,Masculino,10,3,Sí,10,Sí,Sí,3.21,62.6,9.6,70.3,65.1,4.8,8.3,6.2,2.2,4,9.5,Sí
398,20,Femenino,4,3,No,0,Sí,Sí,3.09,49.5,5.5,43.2,41.1,2.6,2.5,6.8,2.8,1,6.2,No
399,19,Masculino,9,2,Sí,47,No,Sí,3.45,76.6,9.4,90.4,95.5,8.0,8.7,8.5,2.9,10,0.0,No
400,17,Masculino,1,3,Sí,34,Sí,Sí,3.74,83.5,20.1,88.6,91.6,8.8,9.5,6.7,4.1,4,4.9,Sí
401,35,Masculino,1,3,Sí,35,No,Sí,3.71,94.6,15.1,81.6,96.0,8.7,10.0,7.1,3.5,5,2.9,Sí
402,25,Femenino,7,2,No,0,No,Sí,3.94,93.9,12.8,89.0,100.0,11.2,9.7,6.9,5.5,2,4.1,Sí
403,34,Masculino,3,1,No,0,No,Sí,3.44,81.6,8.0,64.4,52.2,6.6,9.3,6.9,2.6,4,6.0,No
404,16,Femenino,10,3,No,0,No,Sí,4.27,74.9,24.1,81.3,80.3,11.7,7.9,8.3,2.1,2,5.2,Sí
405,20,Femenino,2,4,Sí,46,Sí,Sí,3.76,54.8,17.6,59.3,39.9,8.7,4.6,7.8,2.8,7,2.3,No
406,28,Masculino,9,3,Sí,39,No,Sí,3.0,74.9,7.5,71.2,61.3,4.9,7.0,5.2,3.0,7,3.6,No
407,19,Femenino,3,2,No,0,No,Sí,3.39,69.3,3.4,78.9,57.9,2.9,6.4,7.5,3.2,9,7.3,No
408,31,Masculino,2,4,Sí,10,No,No,3.56,58.2,11.3,57.5,41.8,3.5,7.2,8.7,2.6,6,8.2,No
409,31,Masculino,8,2,No,0,Sí,No,3.17,51.5,15.2,72.5,86.5,8.1,6.7,6.5,5.2,1,7.7,No
410,17,Femenino,10,3,Sí,14,No,Sí,3.12,73.2,7.2,63.6,71.1,5.8,8.3,7.8,4.9,6,2.3,No
411,32,Femenino,6,2,No,0,Sí,Sí,3.43,95.5,13.9,100.0,100.0,7.6,9.6,3.5,5.2,3,4.3,Sí
412,35,Femenino,6,2,No,0,No,Sí,3.5,83.3,8.7,80.2,91.9,6.4,5.9,5.6,1.8,2,3.5,Sí
413,27,Masculino,10,2,Sí,34,No,Sí,4.26,91.0,6.1,85.6,91.8,4.4,10.0,9.7,4.3,6,6.3,Sí
414,33,Masculino,7,3,Sí,10,Sí,Sí,4.06,76.9,12.3,75.5,74.6,5.2,8.6,7.7,6.7,4,4.4,Sí
415,18,Masculino,7,1,No,0,No,Sí,4.03,92.7,6.8,95.7,89.8,3.9,9.6,7.1,5.3,1,3.0,Sí
416,16,Masculino,6,3,No,0,No,Sí,4.34,99.4,15.5,99.9,100.0,9.9,10.0,9.0,2.3,4,8.0,Sí
417,16,Masculino,4,3,Sí,41,No,Sí,4.04,98.8,17.6,100.0,100.0,12.8,8.9,5.5,2.5,5,3.8,Sí
418,34,Masculino,9,3,Sí,12,No,Sí,4.21,80.2,19.6,85.1,82.9,15.5,7.6,8.3,1.4,5,7.0,Sí
419,26,Masculino,6,3,No,0,No,Sí,2.64,64.8,6.9,76.4,84.1,5.2,5.5,5.8,5.7,8,3.8,No
420,20,Masculino,4,4,No,0,No,Sí,3.67,91.1,5.1,81.5,53.5,1.6,8.9,6.9,1.8,4,6.6,Sí
421,27,Masculino,3,2,Sí,11,Sí,Sí,3.4,85.0,12.7,72.6,80.7,8.9,9.6,4.9,2.4,7,4.4,No
422,18,Masculino,4,3,No,0,No,Sí,3.95,63.7,20.2,63.2,58.2,12.1,6.9,6.3,4.0,6,2.9,Sí
423,16,Femenino,3,1,Sí,26,Sí,Sí,4.37,96.2,16.3,89.9,100.0,10.5,8.4,8.4,3.2,6,7.3,Sí
424,16,Masculino,2,1,No,0,No,Sí,3.78,88.8,7.1,95.8,100.0,3.7,10.0,6.2,3.6,3,3.6,Sí
425,23,Femenino,5,3,Sí,26,No,Sí,3.3,50.1,7.5,41.5,21.8,5.5,5.2,7.4,2.3,6,5.2,No
426,25,Femenino,2,3,No,0,No,Sí,3.67,79.9,8.8,75.5,68.4,6.2,7.2,6.2,1.6,6,2.4,Sí
427,26,Masculino,6,5,No,0,No,Sí,4.76,95.0,19.6,92.3,92.9,12.7,9.1,7.3,3.3,1,2.2,Sí
428,27,Femenino,3,3,No,0,No,Sí,3.84,83.9,13.3,98.1,97.6,10.9,7.7,7.7,1.9,6,8.1,Sí
429,28,Masculino,6,5,No,0,No,Sí,3.61,71.9,12.8,88.8,87.9,4.6,7.5,6.0,3.9,4,5.3,Sí
430,27,Masculino,10,1,No,0,No,Sí,3.61,80.3,1.3,71.1,81.0,0.6,6.4,5.8,1.9,6,4.8,Sí
431,29,Masculino,9,2,No,0,No,Sí,2.96,52.8,11.1,35.2,29.8,6.6,5.6,6.3,2.8,3,4.2,No
432,17,Masculino,1,1,No,0,No,Sí,3.75,90.4,20.6,85.8,85.1,18.1,10.0,6.3,7.1,7,3.4,Sí
433,34,Masculino,6,2,No,0,No,No,3.52,81.1,19.6,80.8,96.0,6.7,8.9,4.4,3.4,2,6.2,Sí
434,33,Masculino,9,3,No,0,Sí,Sí,4.42,92.7,14.1,92.4,100.0,7.1,9.6,7.2,2.0,9,7.8,Sí
435,18,Femenino,4,4,No,0,No,No,3.33,91.3,7.2,90.7,100.0,6.2,9.8,7.3,3.9,8,6.6,Sí
436,32,Femenino,2,1,Sí,29,No,Sí,3.16,72.7,6.4,79.2,75.7,5.4,7.7,4.6,2.8,2,6.2,Sí
437,23,Masculino,4,5,No,0,No,Sí,4.06,94.1,10.2,90.8,83.8,8.4,10.0,7.8,2.0,8,4.4,Sí
438,25,Femenino,1,4,Sí,33,No,Sí,3.78,83.4,20.6,85.1,84.7,10.0,8.1,6.3,3.0,5,6.3,Sí
439,17,Masculino,3,2,No,0,No,Sí,2.92,70.6,4.2,75.7,76.0,3.4,6.0,7.2,5.6,4,8.9,No
440,34,Masculino,10,1,Sí,39,No,Sí,2.92,61.4,10.7,63.2,62.8,6.5,6.6,6.5,4.1,6,4.5,No
441,24,Femenino,9,2,No,0,No,Sí,3.81,75.6,16.2,81.0,86.6,10.9,8.9,7.2,2.7,3,5.7,Sí
442,22,Masculino,10,2,No,0,Sí,Sí,3.75,80.3,18.0,66.7,70.3,8.0,7.6,6.9,1.6,6,7.7,Sí
443,19,Masculino,5,2,No,0,No,Sí,4.69,91.7,19.9,92.6,95.8,14.4,10.0,7.9,4.3,3,8.9,Sí
444,33,Masculino,6,3,No,0,No,Sí,3.47,78.2,11.1,80.0,75.4,5.5,8.3,6.8,3.8,3,5.3,Sí
445,28,Masculino,3,2,Sí,18,Sí,Sí,2.98,58.0,2.3,56.7,44.7,1.2,6.9,7.7,1.3,5,6.7,No
446,26,Femenino,5,3,Sí,31,No,Sí,4.28,87.3,14.9,82.5,89.5,10.2,7.3,8.5,1.4,6,4.5,Sí
447,19,Masculino,8,6,Sí,21,No,Sí,3.3,72.4,8.9,76.1,76.7,3.9,8.2,6.7,6.6,4,5.6,No
448,19,Femenino,6,4,No,0,No,Sí,2.48,72.9,6.7,73.9,78.0,2.9,7.9,6.5,3.5,4,4.5,No
449,25,Masculino,4,5,Sí,34,No,Sí,3.03,66.5,3.0,66.1,70.5,1.6,9.2,7.5,1.5,5,7.3,No
450,20,Masculino,2,2,No,0,No,Sí,3.03,82.4,9.2,79.7,59.5,7.1,8.9,4.3,5.3,4,8.4,No
451,24,Masculino,9,3,Sí,24,No,Sí,3.02,88.2,7.0,85.9,100.0,3.1,9.6,5.8,5.5,6,2.6,Sí
452,18,Femenino,1,3,Sí,39,No,Sí,3.32,63.5,7.6,57.3,51.7,5.9,5.4,5.7,2.1,5,4.8,No
453,32,Masculino,1,1,Sí,36,No,Sí,3.83,98.7,11.3,94.9,100.0,8.1,10.0,7.5,1.9,3,3.9,Sí
454,18,Femenino,4,1,No,0,No,Sí,3.87,77.1,8.2,69.5,73.8,5.8,9.1,7.0,3.1,2,4.4,Sí
455,31,Femenino,7,4,No,0,No,Sí,2.88,66.9,6.1,63.8,53.0,3.6,6.3,8.3,3.3,5,4.5,No
456,19,Masculino,1,4,Sí,40,No,Sí,3.99,79.4,13.4,82.3,75.2,10.0,7.1,8.2,2.8,4,3.3,Sí
457,33,Femenino,9,3,No,0,No,Sí,3.78,81.8,12.0,88.4,81.5,3.7,10.0,4.4,1.8,4,5.6,Sí
458,32,Femenino,4,3,Sí,21,No,Sí,3.25,89.0,6.6,88.5,82.2,3.2,8.6,4.8,2.5,3,2.7,Sí
459,22,Femenino,3,3,No,0,No,Sí,3.55,80.1,4.7,79.4,61.7,3.3,9.1,6.8,2.4,2,6.8,Sí
460,20,Masculino,1,1,No,0,No,Sí,4.08,83.7,15.2,84.8,76.8,13.5,7.8,4.9,1.4,1,5.6,Sí
461,27,Masculino,10,3,Sí,41,No,Sí,2.75,54.1,5.0,61.9,71.6,1.5,4.9,4.4,4.9,4,2.9,No
462,32,Masculino,4,2,No,0,No,Sí,3.56,58.0,20.4,56.2,66.9,12.4,5.7,5.9,1.8,5,2.8,Sí
463,28,Masculino,9,2,Sí,30,No,Sí,2.69,77.7,4.2,81.4,74.7,3.6,8.5,4.3,5.8,7,6.6,No
464,18,Masculino,10,5,No,0,No,Sí,3.19,52.4,15.7,55.3,36.6,12.9,6.6,5.6,3.2,2,3.6,No
465,24,Femenino,6,3,Sí,25,No,Sí,2.55,50.0,6.5,45.0,51.3,2.0,4.3,7.7,2.2,9,8.1,No
466,32,Masculino,6,4,No,0,No,Sí,3.17,76.4,10.1,82.0,71.2,6.2,9.0,6.2,3.6,4,0.8,Sí
467,32,Masculino,1,3,Sí,13,No,Sí,3.9,69.7,17.7,53.1,43.1,5.4,7.1,8.6,2.8,5,2.9,No
468,35,Femenino,10,3,No,0,Sí,Sí,4.48,93.6,28.6,100.0,97.2,22.2,9.1,6.1,5.8,2,4.2,Sí
469,31,Femenino,2,2,No,0,No,Sí,4.46,90.6,13.8,81.0,77.2,6.7,9.7,7.5,8.7,2,4.9,Sí
470,28,Masculino,6,2,No,0,No,Sí,4.32,95.3,20.4,94.2,86.3,15.5,10.0,6.2,3.7,5,6.3,Sí
471,34,Femenino,2,2,No,0,No,Sí,4.07,97.6,16.0,100.0,93.0,13.8,10.0,6.5,2.7,4,4.6,Sí
472,32,Masculino,3,4,No,0,No,Sí,3.03,62.1,5.9,58.6,53.6,5.2,5.3,6.3,6.7,4,4.4,No
473,19,Masculino,4,4,Sí,45,No,Sí,3.27,74.0,14.0,75.9,68.8,11.7,7.6,7.5,2.7,6,3.7,No
474,27,Femenino,5,3,Sí,26,No,Sí,3.62,80.0,4.1,86.8,80.3,1.7,8.7,7.7,2.3,3,3.4,Sí
475,24,Masculino,9,3,Sí,20,No,Sí,4.11,71.6,17.4,86.4,83.3,7.3,6.4,9.3,5.6,4,3.6,Sí
476,34,Masculino,4,5,No,0,Sí,Sí,3.74,85.7,9.0,85.6,89.1,6.1,8.9,6.8,4.6,5,4.8,Sí
477,27,Masculino,9,1,Sí,44,No,Sí,3.61,83.3,9.4,84.7,87.2,5.9,7.5,7.5,2.3,8,1.3,Sí
478,24,Masculino,10,2,No,0,No,Sí,3.2,55.5,12.6,55.8,50.4,3.8,6.3,5.6,3.5,3,6.1,No
479,22,Masculino,3,3,No,0,No,Sí,2.81,41.2,9.7,39.5,36.3,5.2,5.9,7.6,2.5,8,5.1,No
480,29,Masculino,8,4,Sí,36,Sí,Sí,3.47,83.5,4.9,72.8,86.2,4.1,8.3,6.8,4.1,6,4.8,Sí
481,35,Femenino,1,6,Sí,46,Sí,Sí,2.52,75.5,5.0,66.6,76.4,4.2,8.4,3.6,3.9,6,7.3,No
482,34,Femenino,9,2,Sí,44,No,Sí,3.18,87.1,6.2,87.0,92.5,2.6,9.9,5.8,1.6,5,6.2,Sí
483,30,Masculino,9,5,Sí,13,Sí,Sí,3.65,96.1,2.7,98.8,81.1,1.4,9.1,4.3,3.1,2,5.3,Sí
484,31,Masculino,10,4,Sí,25,Sí,Sí,3.94,94.2,11.5,100.0,100.0,7.3,9.9,5.9,1.4,1,6.3,Sí
485,20,Masculino,2,2,Sí,25,Sí,Sí,3.94,87.7,11.4,86.0,79.3,9.2,10.0,7.2,1.5,7,3.8,Sí
486,18,Masculino,4,3,No,0,No,Sí,3.46,83.7,8.8,95.9,86.3,5.5,10.0,6.4,2.3,3,6.2,Sí
487,27,Femenino,8,3,No,0,No,Sí,3.51,79.0,10.5,69.4,65.8,9.3,7.6,7.5,2.2,4,6.6,No
488,35,Masculino,7,6,Sí,45,Sí,Sí,3.21,90.2,9.7,91.9,100.0,7.6,7.7,4.0,1.3,7,0.1,Sí
489,19,Masculino,1,2,Sí,28,Sí,Sí,4.18,88.6,9.0,86.5,95.4,7.8,9.6,7.9,1.7,2,8.5,Sí
490,31,Femenino,5,4,Sí,26,No,Sí,2.84,64.1,8.2,53.6,47.4,6.1,6.7,7.1,1.4,5,5.7,No
491,22,Femenino,7,3,No,0,No,Sí,3.41,71.7,11.6,58.1,59.0,9.6,7.2,5.3,2.1,4,6.2,No
492,28,Femenino,4,4,No,0,Sí,Sí,3.67,61.5,17.8,58.0,53.8,14.2,5.5,6.8,3.9,5,7.2,Sí
493,25,Masculino,1,3,Sí,37,No,Sí,3.81,92.0,14.4,89.1,86.7,6.5,10.0,9.4,6.3,8,4.7,Sí
494,22,Masculino,9,3,Sí,10,No,Sí,4.17,83.7,18.4,76.6,86.6,8.0,7.7,8.6,5.1,4,4.2,Sí
495,29,Masculino,5,4,No,0,No,Sí,3.84,80.9,8.1,87.0,86.4,6.7,7.3,8.8,3.7,5,5.6,Sí
496,20,Masculino,2,4,No,0,No,Sí,3.21,77.9,12.0,74.6,57.0,4.2,7.6,6.5,3.6,7,10.0,No
497,18,Femenino,8,5,Sí,11,No,Sí,3.53,64.5,7.4,56.6,58.0,4.0,7.6,8.2,2.8,1,4.8,No
498,26,Femenino,2,1,No,0,No,Sí,3.77,72.8,9.8,70.9,89.1,7.7,5.7,8.4,2.9,3,3.7,No
499,26,Femenino,3,4,Sí,47,No,Sí,3.26,97.1,12.1,92.1,85.1,9.5,8.5,5.5,6.0,9,7.7,Sí
500,33,Femenino,10,2,Sí,30,No,Sí,3.03,62.8,1.3,76.0,91.5,0.5,5.3,8.3,4.1,5,0.8,No
501,30,Masculino,1,3,No,0,No,Sí,4.01,87.8,10.2,85.3,91.5,6.0,10.0,8.1,3.3,2,4.8,Sí
502,27,Femenino,2,3,No,0,No,Sí,4.07,76.0,23.8,68.7,80.5,14.0,7.9,6.0,1.2,4,3.7,Sí
503,24,Masculino,7,3,Sí,20,No,Sí,4.0,79.1,9.9,92.3,100.0,4.9,6.7,6.9,4.3,4,6.3,Sí
504,25,Masculino,10,3,No,0,No,Sí,3.56,87.0,7.4,92.8,94.6,6.3,8.5,8.4,4.4,5,5.3,Sí
505,27,Masculino,2,6,Sí,25,Sí,Sí,3.85,73.7,9.2,74.5,68.4,6.4,8.3,6.7,2.2,4,2.8,Sí
506,32,Masculino,6,2,No,0,No,Sí,3.66,90.9,8.7,84.6,86.3,7.7,10.0,7.9,3.4,5,6.3,Sí
507,21,Masculino,3,4,No,0,Sí,Sí,3.75,67.4,21.5,73.5,75.9,7.3,4.9,6.2,2.8,2,3.4,Sí
508,22,Femenino,4,3,No,0,Sí,Sí,3.26,74.7,4.6,62.9,72.7,2.4,6.2,5.5,2.3,7,4.9,Sí
509,29,Masculino,8,2,No,0,Sí,Sí,3.82,86.5,12.4,92.0,69.5,9.9,8.2,5.4,3.7,1,4.1,Sí
510,28,Masculino,3,2,Sí,48,No,Sí,3.07,79.9,13.6,81.9,67.6,7.5,7.6,6.5,1.7,6,6.6,Sí
511,23,Masculino,10,5,No,0,Sí,No,3.59,62.2,16.6,70.1,72.5,7.6,5.8,7.3,8.3,4,4.1,Sí
512,25,Femenino,6,5,No,0,No,Sí,3.14,64.7,8.5,45.8,49.2,7.6,6.3,4.7,3.9,1,0.0,No
513,24,Masculino,1,5,No,0,No,Sí,3.91,76.7,12.2,69.4,60.7,10.0,10.0,9.1,2.8,3,2.8,Sí
514,33,Femenino,7,6,Sí,22,No,Sí,3.35,62.1,8.7,54.1,57.7,5.4,4.7,8.1,4.9,3,5.1,No
515,17,Masculino,8,2,No,0,No,Sí,3.08,40.0,10.5,31.1,37.8,6.7,4.2,7.4,4.4,3,3.7,No
516,20,Femenino,8,3,No,0,No,Sí,4.43,99.4,13.8,100.0,98.1,4.2,10.0,7.8,2.1,3,7.4,Sí
517,20,Masculino,3,4,Sí,18,No,Sí,4.5,85.9,29.0,83.5,97.8,25.8,6.8,6.0,2.3,5,3.0,Sí
518,21,Femenino,10,3,No,0,No,Sí,3.32,85.3,7.2,78.4,94.5,5.7,10.0,5.0,1.0,3,6.2,Sí
519,34,Femenino,1,3,Sí,31,No,No,4.09,97.0,13.4,88.2,89.4,4.3,9.5,7.3,1.8,5,6.6,Sí
520,23,Masculino,9,3,Sí,27,No,Sí,3.61,78.6,12.5,70.9,79.3,5.1,6.6,8.1,4.2,3,5.4,Sí
521,31,Masculino,6,3,No,0,No,Sí,3.37,82.3,3.0,89.2,72.2,2.4,10.0,6.2,3.3,7,5.8,Sí
522,28,Masculino,9,3,No,0,No,Sí,3.25,63.9,13.4,63.3,74.1,4.7,7.2,5.7,2.3,3,4.7,No
523,16,Masculino,7,2,No,0,Sí,Sí,2.99,63.1,2.5,69.7,84.4,2.2,5.7,6.1,3.6,5,5.6,No
524,35,Masculino,1,3,Sí,40,No,Sí,4.24,75.0,26.9,96.3,86.1,24.2,8.4,7.4,2.3,3,4.0,Sí
525,32,Femenino,1,3,No,0,No,Sí,3.86,63.5,16.2,63.3,69.5,13.5,6.8,7.5,1.5,2,5.5,Sí
526,22,Masculino,6,3,Sí,23,No,Sí,3.27,51.8,3.1,40.4,21.7,2.3,3.3,9.0,1.9,2,4.4,No
527,28,Masculino,5,2,Sí,25,No,Sí,3.2,81.8,14.0,80.7,72.8,8.3,6.5,7.3,9.5,5,4.4,No
528,19,Masculino,9,4,Sí,20,No,Sí,3.56,68.4,13.9,83.4,78.2,4.9,7.2,5.8,2.8,6,3.7,Sí
529,19,Masculino,2,1,No,0,No,No,3.53,57.5,16.3,66.2,51.4,12.0,3.6,6.4,2.9,5,4.6,No
530,21,Femenino,8,3,No,0,Sí,Sí,2.77,58.1,13.3,52.9,50.5,7.1,7.0,5.5,3.9,4,8.0,No
531,34,Masculino,5,4,No,0,Sí,Sí,3.85,94.7,11.8,92.3,89.3,7.6,7.8,8.1,4.9,4,4.5,Sí
532,27,Femenino,2,3,No,0,Sí,Sí,3.24,89.8,3.1,96.0,100.0,1.5,10.0,5.5,2.7,3,6.9,Sí
533,22,Femenino,10,2,Sí,37,No,Sí,4.16,70.9,30.1,74.8,59.6,13.4,8.8,6.1,5.2,6,6.0,Sí
534,25,Femenino,6,4,No,0,No,Sí,3.98,76.6,13.4,82.9,89.1,6.6,8.2,7.4,2.7,4,5.5,Sí
535,34,Femenino,10,3,No,0,No,Sí,4.43,95.3,17.9,93.4,85.5,14.1,5.1,8.7,3.0,7,5.6,Sí
536,22,Masculino,8,4,No,0,No,Sí,3.69,80.0,9.0,83.1,70.4,5.0,9.3,10.0,2.4,4,5.0,Sí
537,18,Femenino,4,4,Sí,35,No,Sí,3.28,72.4,10.4,70.0,68.0,5.1,6.7,5.2,4.4,4,3.8,No
538,28,Masculino,2,3,No,0,No,Sí,3.91,80.3,12.0,91.4,99.0,6.7,8.0,7.6,1.5,4,8.4,Sí
539,28,Masculino,5,3,No,0,No,Sí,3.26,69.8,10.3,57.6,52.7,3.3,6.1,6.8,3.4,5,7.1,No
540,33,Femenino,2,2,No,0,No,Sí,3.94,84.5,10.9,72.3,77.4,9.1,10.0,6.5,4.0,5,5.1,Sí
541,35,Femenino,2,2,No,0,No,Sí,3.28,78.5,5.0,72.8,75.6,3.2,8.1,6.5,5.0,2,5.1,No
542,23,Femenino,6,3,Sí,21,Sí,Sí,3.75,85.1,12.4,79.7,100.0,4.5,8.0,5.3,3.9,5,6.1,Sí
543,24,Masculino,10,3,No,0,No,Sí,3.88,95.4,4.8,83.2,80.1,2.3,10.0,8.8,1.9,6,2.9,Sí
544,22,Masculino,9,3,Sí,14,No,Sí,2.96,93.3,4.8,79.6,78.0,4.3,10.0,4.3,4.0,6,3.4,Sí
545,16,Femenino,4,2,No,0,Sí,Sí,2.84,76.9,1.5,85.5,96.6,1.0,6.3,6.6,4.3,4,1.2,No
546,18,Masculino,6,1,No,0,No,Sí,3.77,59.2,22.6,57.8,57.3,10.8,6.3,8.6,4.2,6,4.6,No
547,28,Femenino,7,3,Sí,12,No,Sí,3.6,67.8,12.9,65.8,68.3,7.2,7.0,7.1,2.7,3,7.4,Sí
548,32,Femenino,6,2,No,0,No,Sí,3.36,86.6,12.2,87.0,69.5,5.6,6.9,6.0,2.8,6,4.4,Sí
549,16,Masculino,8,4,No,0,Sí,No,3.13,75.6,8.2,88.4,87.2,2.6,8.6,6.0,4.9,1,9.4,Sí
550,21,Masculino,4,1,Sí,48,No,Sí,4.33,71.0,20.7,72.0,64.9,16.6,7.1,7.9,3.0,4,4.1,Sí
551,21,Masculino,1,3,No,0,No,Sí,4.23,94.9,15.2,94.0,89.2,7.2,10.0,6.4,1.9,4,5.4,Sí
552,27,Masculino,7,5,Sí,13,Sí,Sí,3.87,77.1,4.1,72.0,74.5,3.3,9.4,6.8,2.4,3,4.4,Sí
553,28,Femenino,3,2,No,0,No,Sí,2.64,66.5,4.7,71.3,70.7,2.8,6.9,7.5,6.3,6,0.5,No
554,28,Masculino,6,3,No,0,Sí,Sí,4.4,97.6,7.1,97.1,100.0,2.9,9.7,7.9,1.5,6,4.4,Sí
555,30,Femenino,2,2,No,0,Sí,Sí,3.37,96.0,7.2,100.0,100.0,5.6,7.1,6.1,5.8,4,3.3,Sí
556,31,Masculino,9,3,No,0,Sí,Sí,2.83,83.4,1.7,82.1,80.3,0.9,9.3,5.2,3.0,3,5.5,Sí
557,26,Femenino,1,3,No,0,Sí,Sí,4.06,83.7,19.0,91.7,94.7,13.8,8.3,5.6,1.5,2,7.6,Sí
558,20,Masculino,6,3,No,0,No,Sí,3.67,73.4,22.9,67.7,47.3,18.4,6.8,8.5,4.5,5,4.3,No
559,19,Masculino,6,3,Sí,12,Sí,Sí,4.26,97.9,9.3,92.2,95.3,8.2,9.8,6.9,2.1,4,5.7,Sí
560,18,Masculino,5,5,No,0,No,Sí,2.73,40.0,10.5,25.4,35.9,3.7,5.9,5.3,3.1,3,4.6,No
561,34,Femenino,5,2,No,0,No,Sí,3.25,78.2,8.6,84.5,75.4,2.6,9.5,5.7,1.2,4,6.8,Sí
562,35,Femenino,1,1,Sí,24,No,Sí,4.18,74.1,21.0,73.8,81.3,13.2,9.0,8.2,5.9,5,9.6,Sí
563,33,Femenino,10,5,Sí,14,No,Sí,3.71,86.6,10.8,91.8,87.2,5.0,7.4,6.9,2.6,5,8.0,Sí
564,30,Masculino,5,3,No,0,No,Sí,3.95,80.2,28.6,93.8,88.0,16.6,9.9,4.8,2.2,6,3.8,Sí
565,24,Masculino,2,5,No,0,No,Sí,3.66,79.9,11.7,73.1,87.3,4.0,7.4,5.5,3.3,2,7.8,Sí
566,32,Masculino,7,3,Sí,13,Sí,Sí,3.44,78.4,9.2,70.4,70.0,5.5,8.7,8.2,4.7,6,5.6,No
567,29,Masculino,3,4,Sí,24,No,Sí,3.63,93.9,14.3,87.6,96.3,5.4,10.0,6.1,2.7,4,7.5,Sí
568,30,Masculino,4,3,Sí,26,No,Sí,4.58,81.4,27.5,64.5,45.0,22.1,8.0,9.3,4.6,4,2.9,Sí
569,16,Femenino,3,4,No,0,No,Sí,4.0,93.0,11.3,91.5,85.4,8.6,9.6,9.1,3.0,2,4.8,Sí
570,18,Femenino,3,5,Sí,19,Sí,Sí,4.19,87.2,20.9,94.3,100.0,7.2,6.8,8.6,3.1,5,5.4,Sí
571,31,Femenino,4,3,No,0,No,Sí,3.8,83.8,18.7,84.2,85.4,15.0,8.4,7.4,2.0,7,4.9,Sí
572,26,Femenino,5,2,Sí,27,No,Sí,3.6,90.9,3.1,78.4,76.5,1.5,8.8,8.0,5.1,3,5.6,Sí
573,27,Masculino,1,2,No,0,No,Sí,3.15,76.9,9.4,74.0,80.1,4.8,10.0,6.7,4.2,6,4.8,No
574,25,Masculino,4,2,Sí,44,No,Sí,3.38,85.5,3.9,86.5,78.2,1.6,8.6,6.8,4.0,3,4.3,Sí
575,31,Masculino,8,2,No,0,Sí,Sí,3.71,89.2,6.4,96.9,100.0,5.1,8.1,5.4,5.1,1,4.1,Sí
576,23,Femenino,10,3,Sí,10,No,Sí,3.75,88.5,17.1,94.9,92.7,9.3,9.0,6.7,1.8,7,3.4,Sí
577,21,Masculino,7,3,No,0,Sí,Sí,3.6,81.7,12.6,78.9,70.7,4.2,7.4,5.3,3.1,3,5.6,Sí
578,27,Masculino,9,3,Sí,12,Sí,Sí,2.36,42.9,8.8,40.1,32.6,7.8,2.6,6.8,5.2,4,4.7,No
579,23,Masculino,5,3,No,0,No,Sí,3.23,67.9,14.4,72.6,71.8,6.6,7.3,5.3,3.0,4,3.9,Sí
580,19,Masculino,10,3,No,0,Sí,No,3.27,81.3,6.5,76.5,72.3,5.6,8.1,5.8,3.2,1,2.0,No
581,23,Femenino,4,2,Sí,38,Sí,Sí,2.67,72.6,4.8,79.5,84.7,2.3,8.5,3.7,3.2,8,6.1,No
582,33,Femenino,8,2,No,0,Sí,Sí,3.06,84.9,2.2,79.6,79.2,1.8,10.0,5.9,3.8,5,6.4,Sí
583,20,Masculino,9,2,No,0,No,Sí,3.79,56.7,22.2,69.1,65.5,15.5,7.9,5.9,1.1,5,3.1,No
584,24,Femenino,7,3,Sí,45,No,Sí,3.93,93.9,20.4,95.8,99.4,16.7,9.7,6.4,3.2,9,5.2,Sí
585,19,Femenino,7,2,Sí,38,No,Sí,4.07,75.2,11.5,59.5,54.2,10.2,8.4,8.2,3.7,4,3.9,Sí
586,32,Masculino,5,2,Sí,35,No,Sí,3.29,78.8,19.5,83.9,88.8,16.1,8.2,6.7,3.7,7,6.4,Sí
587,24,Masculino,4,3,No,0,Sí,Sí,4.35,97.8,24.4,99.8,100.0,13.2,7.0,7.9,6.7,6,4.0,Sí
588,16,Masculino,10,4,No,0,No,Sí,4.25,86.9,21.9,90.7,93.6,17.3,10.0,8.0,2.2,9,4.0,Sí
589,35,Masculino,1,1,Sí,36,No,Sí,2.97,59.1,8.4,77.1,73.5,6.1,6.6,8.5,6.8,5,5.3,No
590,28,Femenino,10,4,No,0,No,Sí,3.68,93.9,16.6,91.8,85.5,5.6,10.0,5.7,2.5,10,4.2,Sí
591,31,Masculino,10,4,No,0,Sí,Sí,4.06,84.4,18.3,71.9,80.0,15.7,7.8,5.4,1.5,3,4.0,Sí
592,28,Femenino,7,4,No,0,Sí,Sí,3.11,58.0,3.8,68.1,74.3,2.2,5.0,6.7,6.4,3,3.8,No
